Date,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Partner Currency,Advertiser Currency,Clicks,% Clicks Leading to Conversions,Conversions per 1000 Impressions,CPM Fee 1 (Adv Currency),CPM Fee 1 (Partner Currency),CPM Fee 1 (USD),CPM Fee 2 (Adv Currency),CPM Fee 2 (Partner Currency),CPM Fee 2 (USD),Click Rate (CTR),Data Fees (Adv Currency),Data Fees (Partner Currency),Data Fees (USD),Impressions,% Impressions Leading to Conversions,Post-Click Conversions,Post-View Conversions,Media Cost (Advertiser Currency),Media Cost eCPA (PC) (Adv Currency),Media Cost eCPA (PC) (Partner Currency),Media Cost eCPA (PC) (USD),Media Cost eCPA (PV) (Adv Currency),Media Cost eCPA (PV) (Partner Currency),Media Cost eCPA (PV) (USD),Media Cost eCPA (Adv Currency),Media Cost eCPA (Partner Currency),Media Cost eCPA (USD),Video Media Cost eCPCV (Adv Currency),Video Media Cost eCPCV (Partner Currency),Video Media Cost eCPCV (USD),Media Cost eCPC (Adv Currency),Media Cost eCPC (Partner Currency),Media Cost eCPC (USD),Media Cost eCPM (Adv Currency),Media Cost eCPM (Partner Currency),Media Cost eCPM (USD),Media Cost (Partner Currency),Media Cost (USD),Media Fee 1 (Adv Currency),Media Fee 1 (Partner Currency),Media Fee 1 (USD),Media Fee 2 (Adv Currency),Media Fee 2 (Partner Currency),Media Fee 2 (USD),DCM Post-Click Revenue,DCM Post-View Revenue,Profit (Advertiser Currency),Profit eCPM (Adv Currency),Profit eCPM (Partner Currency),Profit eCPM (USD),Profit Margin,Profit (Partner Currency),Profit (USD),Revenue (Adv Currency),Revenue eCPA (PC) (Adv Currency),Revenue eCPA (PC) (Partner Currency),Revenue eCPA (PC) (USD),Revenue eCPA (PV) (Adv Currency),Revenue eCPA (PV) (Partner Currency),Revenue eCPA (PV) (USD),Revenue eCPA (Adv Currency),Revenue eCPA (Partner Currency),Revenue eCPA (USD),Video Revenue eCPCV (Adv Currency),Video Revenue eCPCV (Partner Currency),Video Revenue eCPCV (USD),Revenue eCPC (Adv Currency),Revenue eCPC (Partner Currency),Revenue eCPC (USD),Revenue eCPM (Adv Currency),Revenue eCPM (Partner Currency),Revenue eCPM (USD),Revenue (Partner Currency),Revenue (USD),Complete Views (Video),First-Quartile Views (Video),Fullscreens (Video),Midpoint Views (Video),Audio Mutes (Video),Pauses (Video),Starts (Video),Skips (Video),Third-Quartile Views (Video),Total Conversions,Total Media Cost (Advertiser Currency),Total Media Cost eCPA (PC) (Adv Currency),Total Media Cost eCPA (PC) (Partner Currency),Total Media Cost eCPA (PC) (USD),Total Media Cost eCPA (PV) (Adv Currency),Total Media Cost eCPA (PV) (Partner Currency),Total Media Cost eCPA (PV) (USD),Total Media Cost eCPA (Adv Currency),Total Media Cost eCPA (Partner Currency),Total Media Cost eCPA (USD),Total Video Media Cost eCPCV (Adv Currency),Total Video Media Cost eCPCV (Partner Currency),Total Video Media Cost eCPCV (USD),Total Media Cost eCPC (Adv Currency),Total Media Cost eCPC (Partner Currency),Total Media Cost eCPC (USD),Total Media Cost eCPM (Adv Currency),Total Media Cost eCPM (Partner Currency),Total Media Cost eCPM (USD),Total Media Cost (Partner Currency),Total Media Cost (USD),Completion Rate (Video)
8/27/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,4,0.00%,0,0,0,0,0,0,0,0.26%,0,0,0,1523,0.00%,0,0,8.24439,0,0,0,0,0,0,0,0,0,0,0,0,2.061097,2.061098,1.585338,5.413257,5.413257,4.163723,8.24439,6.341351,1.071771,1.071771,0.824376,0,0,0,0,0,8.959839,5.88302,5.88302,4.525052,49.03%,8.959839,6.891653,18.276,0,0,0,0,0,0,0,0,0,0,0,0,4.569,4.569,3.514345,12,12,9.230059,18.276,14.05738,0,0,0,0,0,0,0,0,0,0,9.316161,0,0,0,0,0,0,0,0,0,0,0,0,2.32904,2.32904,1.791432,6.11698,6.11698,4.705007,9.316161,7.165726,0.00%
8/8/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,3,0.00%,0,0,0,0,0,0,0,0.18%,0,0,0,1674,0.00%,0,0,6.223157,0,0,0,0,0,0,0,0,0,0,0,0,2.074386,2.074386,1.57579,3.717537,3.717537,2.823997,6.223157,4.727371,0.80901,0.80901,0.614558,0,0,0,0,0,13.055833,7.799183,7.799183,5.925706,65.00%,13.055833,9.919632,20.088,0,0,0,0,0,0,0,0,0,0,0,0,6.696,6.696,5.087187,12,12,9.116823,20.088,15.261561,0,0,0,0,0,0,0,0,0,0,7.032167,0,0,0,0,0,0,0,0,0,0,0,0,2.344056,2.344056,1.780643,4.200817,4.200817,3.191116,7.032167,5.341929,0.00%
8/22/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,4,0.00%,0,0,0,0,0,0,0,0.25%,0,0,0,1574,0.00%,0,0,6.536597,0,0,0,0,0,0,0,0,0,0,0,0,1.634149,1.634149,1.264331,4.152857,4.152857,3.213039,6.536597,5.057323,0.849758,0.849758,0.657452,0,0,0,0,0,11.501645,7.307272,7.307272,5.650751,60.88%,11.501646,8.894282,18.888,0,0,0,0,0,0,0,0,0,0,0,0,4.722,4.722,3.652264,12,12,9.281485,18.888,14.609057,0,0,0,0,0,0,0,0,0,0,7.386355,0,0,0,0,0,0,0,0,0,0,0,0,1.846589,1.846589,1.428694,4.692728,4.692728,3.630734,7.386354,5.714775,0.00%
9/7/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.07%,0,0,0,1403,0.00%,0,0,5.607499,0,0,0,0,0,0,0,0,0,0,0,0,5.607499,5.607499,4.359236,3.996792,3.996792,3.107082,5.607499,4.359236,0.728975,0.728975,0.566701,0,0,0,0,0,10.499526,7.483625,7.483625,5.815088,62.35%,10.499526,8.158569,16.836,0,0,0,0,0,0,0,0,0,0,0,0,16.836,16.836,13.084506,12,12,9.326091,16.836,13.084506,0,0,0,0,0,0,0,0,0,0,6.336474,0,0,0,0,0,0,0,0,0,0,0,0,6.336474,6.336474,4.925937,4.516375,4.516375,3.511003,6.336474,4.925937,0.00%
9/10/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.14%,0,0,0,1455,0.00%,0,0,5.693758,0,0,0,0,0,0,0,0,0,0,0,0,2.846879,2.846879,2.184027,3.913236,3.913236,3.002099,5.693758,4.368054,0.740189,0.740188,0.567847,0,0,0,0,0,11.026053,7.578044,7.578044,5.813612,63.15%,11.026054,8.458806,17.46,0,0,0,0,0,0,0,0,0,0,0,0,8.73,8.73,6.697353,12,12,9.205984,17.46,13.394707,0,0,0,0,0,0,0,0,0,0,6.433947,0,0,0,0,0,0,0,0,0,0,0,0,3.216973,3.216973,2.46795,4.421956,4.421956,3.392372,6.433946,4.935901,0.00%
7/20/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.06%,0,0,0,1776,0.00%,0,0,6.726029,0,0,0,0,0,0,0,0,0,0,0,0,6.726029,6.726029,5.155982,3.787178,3.787178,2.903143,6.726029,5.155982,0.874384,0.874384,0.670278,0,0,0,0,0,13.711587,7.720488,7.720489,5.916441,64.33%,13.711588,10.507599,21.312,0,0,0,0,0,0,0,0,0,0,0,0,21.312,21.312,16.333858,12,12,9.196992,21.312,16.333858,0,0,0,0,0,0,0,0,0,0,7.600413,0,0,0,0,0,0,0,0,0,0,0,0,7.600413,7.600412,5.826259,4.279512,4.279512,3.280551,7.600412,5.826259,0.00%
8/14/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1623,0.00%,0,0,7.108477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.379838,4.379838,3.37897,7.108477,5.484069,0.924102,0.924102,0.712929,0,0,0,0,0,11.443421,7.050783,7.050784,5.439533,58.76%,11.443422,8.828361,19.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.000001,9.257769,19.476002,15.025359,0,0,0,0,0,0,0,0,0,0,8.032579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.949217,4.949217,3.818236,8.032579,6.196998,0.00%
,,,,,,,,,,,135,0.00%,0,0,0,0,0,0,0,0.11%,0,0,0,119998,0.00%,0,0,490.515569,0,0,0,0,0,0,0,0,0,0,0,0,3.633449,3.633449,2.787106,4.087698,4.087698,3.135547,490.51557,376.259316,63.767024,63.767021,48.913711,0,0,0,0,0,885.693407,7.380901,7.380902,5.661464,61.51%,885.69342,679.364317,1439.976,0,0,0,0,0,0,0,0,0,0,0,0,10.666489,10.666489,8.181758,12,12,9.204631,1439.976012,1104.537343,0,0,0,0,0,0,0,0,0,0,554.282593,0,0,0,0,0,0,0,0,0,0,0,0,4.105797,4.105797,3.14943,4.619099,4.619099,3.543168,554.282591,425.173027,0.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Time:,2017/01/23 18:01 GMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Range:,2009/08/22 to 2017/01/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Advertiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Advertiser ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Advertiser Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Advertiser Integration Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Insertion Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Insertion Order ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Insertion Order Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Insertion Order Integration Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Partner Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group By:,Advertiser Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filter by Advertiser ID:,1161431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filter by Insertion Order ID:,2427940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filter by Partner ID:,290940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
